"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bhutan","BTN","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0248538011696","9.58923611111111","10.2720848056537","10.4204817474566","9.98411326774794","10.2017006802721","10.3192377086152","9.13826510333863","7.7952952952953","8.08018477661335","8.63154332129964","7.5878084179971","8.16920943134535","8.98635798405384","9.00429662635264","9.1545834357336","8.478110797906","8.22651996370236","8.07113543091655","7.57865689078677","6.45590327169275","5.98189415041783","6.16589010073665","6.42520947553533","6.1137568735271","6.16762520968129","6.14716003480737","7.14147874510669","9.96490448689471","9.27105988731526","8.56329766151407","",
"Central African Republic","CAF","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.79529359281771","7.03356904633652","7.17623542182391","5.60624952769591","5.63913364295325","10.3108628468492","","","","","","6.53385754905746","10.293389306856","8.83140744676141","6.74518468068141","","8.46087767750755","9.67063241865183","10.9190026148914","13.96318602643","","","","","","","9.68633469622666","8.44664437275035","",
"Canada","CAN","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.34082655937621","4.18688901099986","3.98190863727281","3.59879493039684","3.45698501440769","3.44489084786311","3.36951649302872","3.1727128681944","2.97895270698618","2.79085696889746","2.8155809481819","2.89731501383463","2.74757242596902","2.75741233589552","2.76494828683954","2.76081510533127","2.82151151446051","2.8740606824262","2.90352212845166","3.07845153858812","3.21213682290467","3.17257451065171","2.7734066840798","2.87019825887948","2.73273478077143","2.50837990296677","2.57991356740854","2.88044713216989","2.86709741115591","3.21768365757085","3.11563957224721","",
"Central Europe and the Baltics","CEB","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8212121212121","","","","","5.46428035261661","5.04568525420492","5.2120926297533","4.84750759867057","4.62954693144708","4.45882070641873","4.4406622390009","4.35476149360179","4.30301660959877","4.22289641757866","4.29073737627319","4.09872871919347","4.08891634358509","3.68906364610923","3.49364931116247","3.35538698998417","3.29608542762215","3.34051524862182","3.29453771561974","3.40119425812446","3.6985327028782","3.74196815400943","3.89955932547998","4.12339768234036","",
"Switzerland","CHE","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42068544420448","5.38755796807215","5.56785170839674","5.11686165818298","4.77385904030584","4.13746045530674","4.02678989413914","4.09977385190659","3.81821228968864","3.64141037411063","3.56291362782814","3.21097178257503","3.15165813606313","3.08528865045082","2.75554574279529","2.74023743746733","2.64802051805662","2.5920107049624","2.48664041416205","2.45604258456252","2.43138285927119","2.32416063199473","2.20256178668199","2.2250544047715","2.13647437074231","2.20566333019702","1.99098262954814","2.02456842399144","2.07188607845211","2.06755745105601","2.06521499812854","",
"Channel Islands","CHI","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8528411666919","12.8210569502508","12.0629733891604","12.2562490898244","12.3832287660796","12.7057924959971","11.7437088876688","12.0187498986273","11.7605791386703","11.4073698522803","11.7560784622428","11.4189194966175","10.9110941620306","12.1655184384437","13.0299481983989","12.5179149358813","13.3799314118171","12.0734841791168","11.8564495477565","9.11489406007601","9.60097439970842","9.89198833461067","8.86128002857897","8.61577837555394","8.2468068828234","7.63009589320939","7.58534181106372","7.61377209784383","7.41332747866426","",
"China","CHN","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3848924788169","13.9671958514538","14.473597563474","17.1101275024606","15.0557981206514","14.3503407534048","15.4285225654042","15.2542537671453","14.458870509952","13.4386774649516","12.8590858653329","11.6919131715104","11.9847977219316","11.8739566854259","11.6301389994481","11.5824835044194","10.9767121843671","10.9563325531487","10.538021605592","8.37597389364844","8.09191391647737","7.64204706189922","6.79029673412457","6.54536494609544","6.54267787137242","6.57988643776506","6.08881143126412","6.0337835897642","5.87561750651468","5.48539393308461","",
"Cote d'Ivoire","CIV","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.80433343322485","","","","","","7.94292386855038","8.11409954928473","7.78177953592726","7.51366487334799","7.75368187408141","7.55134411182572","8.70133231556181","7.79167816390462","7.63088341781318","6.8186789801371","6.27481849491077","7.01858685439617","7.53771294980928","7.12716569350053","5.34586377456097","5.97626886557959","",
