Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Early-demographic dividend,2.352425934,2.236005617,2.654093846,2.903293811,2.82150916,3.081087021,2.96373056,3.162400436,3.356897013,3.532013378,3.860446549,3.828617194,3.779108998,3.761393624,4.049161131,4.841084376,5.049588343,5.914718475,5.712917493,4.995772701,4.503329114,4.778303347,5.455291715,5.148996109,5.077358064,4.712140828,3.932511458,4.607768033,4.309516569,3.877833231,3.60867307,3.607991643,3.188117759,3.016961912,2.805109516,2.764930897,2.65495362,2.785017395,2.868019843,2.707875416,2.576833446,2.571734326,2.565427925,2.517869521,2.437705646,2.372083578,2.314367543,2.269393349,2.242316078,2.520082427,2.314856965,2.222688311,2.302030141,2.411722622,2.544848852,2.672539327,2.434927496,2.432798998,2.347519875,
East Asia & Pacific,,,,,,,,1.644720107,1.59252156,1.492958712,1.418627965,1.432504261,1.371831581,1.245890853,1.415872602,1.460867431,1.660962546,1.673425381,1.584537821,1.656654216,1.748881337,1.771505218,1.859228943,1.772528768,1.731488765,1.720889976,1.533176257,1.51101259,1.477129271,1.588635178,1.604680399,1.563741035,1.5721029,1.492171596,1.438660576,1.402361623,1.436819359,1.450113804,1.417955108,1.418593417,1.370573817,1.44511575,1.488683111,1.487842512,1.469864175,1.486687037,1.520178883,1.537166046,1.545169401,1.653686931,1.563234592,1.553312259,1.56164124,1.625816164,1.676249423,1.715277537,1.704559714,1.68528428,1.667271147,
Europe & Central Asia (excluding high income),3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.900313297,3.82453187,4.298151312,3.937605205,3.672784405,3.589228558,3.691572611,,,,,,4.155878239,3.58573718,3.938581858,3.450326367,3.503116105,3.748661434,2.864971696,3.219330381,3.222490036,3.241083894,3.383364908,3.164075682,2.81358629,2.74652188,2.729397814,2.638575274,2.626027565,3.024734749,2.819109306,2.738901083,2.905144096,2.952837989,3.047725507,3.264180611,3.530685121,3.066480674,3.09753686,
Europe & Central Asia,4.594721618,4.507791411,4.518389334,4.323696591,4.20370092,4.084662191,4.034650642,3.979210266,3.846295876,3.5601712,3.324874562,3.310802118,3.344162144,3.202441534,3.227690491,3.342797536,3.238637611,3.218168505,3.168788669,3.126140824,3.116117837,3.193007749,3.276617698,3.244441515,3.18272189,3.130166569,3.002163631,2.966394376,2.829815287,2.738481858,2.671268747,2.526657665,2.496975596,2.384816049,2.300739998,2.104894903,2.077880867,2.065088341,1.948711424,1.925302894,1.898216058,1.865718042,1.885769097,1.873378907,1.830574073,1.799009547,1.762052952,1.736592206,1.766043339,1.878235811,1.820452798,1.769869038,1.808241495,1.771209659,1.730614149,1.718279725,1.744428066,1.702899037,1.703680127,
Ecuador,2.376236784,2.046766984,2.045453783,1.765212311,1.909954013,2.069565217,1.824221519,1.804423333,1.923973498,2.370616301,1.833689718,1.85402517,1.990023208,1.976570409,2.015889956,2.366808985,2.200687668,3.080372169,2.142726489,1.987493749,1.781224699,1.677840318,1.654002831,1.57477835,1.485232327,1.779738554,1.837386828,1.966316149,1.977626848,1.923989193,1.890323788,1.778360165,1.667206599,1.821421501,1.559343468,2.34132011,1.950397527,2.104171235,2.357234865,1.751925046,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.875890683,2.739230809,2.616074159,2.5147668,2.361263384,2.376711515,
"Egypt, Arab Rep.",,,6.67547918,8.664688427,10.32838983,10.11743451,8.718268831,8.907698509,11.13304382,14.33605341,15.98788287,17.18701218,13.56453029,13.51351351,17.27424351,15.43184609,13.72689611,13.11205847,9.940713483,6.468937876,6.160310278,7.416909621,7.188960605,7.958673933,8.26523207,7.856933059,7.498130566,6.528742771,5.060876623,3.968098958,3.467699536,3.611744704,3.215500632,3.097736992,3.153934651,3.082036234,2.97481187,2.841485218,2.659383291,2.569767478,2.55126514,2.98556856,3.278454797,3.17728527,2.877531237,2.714220407,2.606218603,2.379634675,2.180785485,2.032645043,1.952967042,1.837025559,1.648175793,1.610056977,1.689694836,1.723147428,1.667282059,1.422609271,1.24706924,
Euro area,4.227845336,4.131528442,4.137047361,3.905900692,3.806288431,3.65876804,3.678208443,3.646224003,3.601419167,3.305511595,3.074005562,3.071936355,3.120546691,3.02808644,3.04991116,3.099712359,3.019777497,3.029172488,3.005858721,2.971621401,2.929851253,3.017367744,3.053100949,3.029417192,2.954476051,2.897573982,2.823642128,2.830498289,2.711757643,2.602402429,2.52994672,2.325804386,2.210214906,2.142575884,2.054431091,1.918277502,1.898015805,1.857402625,1.810883641,1.788930396,1.751930049,1.701594929,1.686078512,1.68641267,1.670757522,1.627646273,1.574336659,1.529276585,1.565793465,1.662695506,1.588478907,1.524516518,1.520052357,1.464025881,1.419763216,1.404581581,1.427504637,1.454208695,1.447997398,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.32911392,12.71594203,19.53911241,20.34481906,11.86041497,32.49706661,34.37776845,32.65567119,22.13679156,20.67187836,20.86574531,,,,,,,,,,,,,,,,
Spain,2.250747022,2.031244826,2.267745892,1.96963292,1.930558573,1.884866825,2.07961936,1.851956944,2.297672519,2.434167534,2.286616226,2.107971746,2.317782098,2.110741725,2.207563937,2.004262233,2.321046932,2.314232663,2.357957301,2.497064901,2.489895785,2.582108745,2.660306746,2.9362729,2.966005504,2.954721708,2.62503668,2.614700689,2.489375217,2.359675142,2.293305209,2.129192231,2.042803676,2.011871737,2.001337402,1.917022395,1.814439016,1.722815679,1.757319949,1.755234589,1.725517988,1.632996821,1.456486691,1.420409174,1.426928792,1.382394156,1.364365549,1.356462347,1.359431118,1.346106582,1.376820068,1.323557685,1.411704005,1.266138113,1.247615193,1.266621653,1.132741836,1.22599306,1.273090961,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761751961,1.041630274,0.958098327,0.873596074,1.046772487,1.067491718,1.287113364,1.376327115,1.502214462,1.667129501,1.743049295,1.699689225,1.899257555,1.857014265,1.997981423,2.092960807,2.209126255,1.70352622,1.679902519,1.895745981,1.906796455,1.924113396,2.024016182,2.075392382,2.028362263,2.058544681,
Ethiopia,,1.855877617,1.932190329,2.428366762,2.921584479,3.229935251,3.107199084,2.48622497,2.195616369,2.020664553,1.883109803,1.906071504,1.936410256,1.925554082,2.794582393,4.492062115,4.131722525,3.967780853,4.810902452,6.886588009,8.708582133,7.536958032,7.539018428,7.179617834,7.969148162,6.823904199,6.697237569,6.855673685,8.50143611,10.27664846,9.657969809,5.705131545,3.441708349,3.071688351,2.868438702,2.225616054,2.117138489,3.343177478,7.276936149,9.506942683,7.613843906,4.349020778,3.719388099,3.238842734,3.072650407,2.761551436,2.266537384,1.86327402,1.489809217,1.184802596,1.133586485,1.090707444,0.86836209,0.806417117,0.768411101,0.705413868,0.701484929,0.676662211,0.641920293,
European Union,4.765740585,4.638574336,4.644312277,4.445324849,4.31366823,4.175809253,4.129526591,4.073101212,3.936658252,3.628977168,3.323989097,3.306230134,3.343123184,3.200862963,3.231751857,3.302354049,3.195208445,3.180054845,3.149579739,3.125662481,3.156342709,3.241235399,3.321112061,3.29392923,3.239518715,3.172519757,3.042038864,3.010737889,2.871178713,2.767882578,2.687104533,2.531671074,2.392646829,2.297184315,2.1966385,2.028243531,1.994054781,1.952508267,1.904599195,1.868302362,1.829423102,1.795542256,1.793555587,1.794536638,1.766253386,1.723984907,1.670263406,1.635029949,1.65457101,1.742856218,1.681821324,1.614399313,1.604592444,1.53944463,1.496735957,1.482670072,1.478553847,1.490685013,1.497798447,
Fragile and conflict affected situations,,,,,3.781088345,,1.903757016,,4.278386015,4.628023623,4.441445636,4.241403797,4.478208695,4.820995673,5.788365425,6.051944823,6.333958261,5.658643062,5.419305872,5.195984368,6.068873989,8.007936471,,,,,,,,,,,,4.440695439,,,3.367428707,3.348148179,4.100112881,4.014261466,3.516148934,3.608802848,3.908832387,3.198180456,3.026727563,2.658026199,2.556282018,2.731696189,2.739729967,3.368903625,,2.498683594,2.557823876,3.378544885,3.602356244,3.4956676,2.916039687,3.016810129,2.36020244,
Finland,1.769041048,1.83618152,2.513178309,1.927141787,1.859273032,1.797340383,1.713951314,1.615521153,1.7550744,1.437477698,1.375854017,1.449046875,1.530845544,1.45370204,1.270178667,1.50815982,1.340124617,1.405352011,1.429444105,1.47900931,1.67093548,1.545586731,1.64375015,1.823263814,1.604041801,1.676579073,1.723909953,1.64553301,1.607691173,1.534314492,1.563351499,1.781231036,1.907131012,1.868011507,1.755603595,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.241147504,1.144512833,1.154637229,1.446857263,1.470163565,1.467190429,1.444766675,1.290887944,1.394917394,1.566932596,1.500074054,1.497950414,1.536089853,1.541276102,1.461985458,1.462281254,1.428895336,1.365689345,1.398520425,
Fiji,,,,,,,,,,,0.187695516,0.21708353,0.248851455,0.218740763,0.242222222,0.300497866,0.396150762,0.507575758,0.873095001,0.938856942,0.862051438,0.919420509,1.251122687,1.344773245,1.32439426,1.227497152,1.130875009,2.133497133,2.222852104,2.459128531,2.284297287,2.34718563,1.992879472,1.958366865,1.843912731,1.778338813,1.542849895,1.478607331,1.364028947,1.226047951,1.902479248,1.97650996,1.677510099,1.61027625,1.715759387,1.433805394,1.742541049,2.219525882,1.46933176,1.725942861,1.550650958,1.610403918,1.490961694,1.386777448,1.027698998,0.972394348,0.913179008,0.917588308,0.922839462,
France,6.462674581,6.304481389,6.141695391,5.643126302,5.405219911,5.23267819,5.107417053,5.113539464,4.924962559,4.380786549,4.117452549,3.94784673,3.845714589,3.742633697,3.674442839,3.80623827,3.7574203,3.847219419,3.75188172,3.737486209,3.756307768,3.864558028,3.838017389,3.85384243,3.794599576,3.742887987,3.673638571,3.714933353,3.527700432,3.428595953,3.339703219,3.347880617,3.203262374,3.201921972,3.167206841,2.967345243,2.874458874,2.827952381,2.65032647,2.592746984,2.482238086,2.417565986,2.436093559,2.494931519,2.505253756,2.409246251,2.351377133,2.280514691,2.261767334,2.486338205,2.33790694,2.257661284,2.236926011,2.220396951,2.230360063,2.26989054,2.327323645,2.349678514,2.293942799,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,1.107784431,1.015088885,1.367595697,1.432401915,1.440532826,1.550230415,1.303538175,0.679580307,0.780709343,0.668474482,1.029701536,,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,,,,,,,,,,,,,,1.801452248,1.793952098,1.783170277,1.668327933,1.613166169,1.248682169,1.28261921,,,,1.871622566,1.46243423,1.619804648,1.604047179,1.144818396,1.185025608,1.447542623,1.810489469,1.53120763,
United Kingdom,6.343041412,6.190022143,6.210393713,6.082126186,5.899067585,5.756799452,5.588717004,5.576792793,5.313323755,4.920792648,4.648215827,4.539927703,4.624636318,4.387739522,4.533753671,4.775381152,4.628621089,4.403047422,4.232914485,4.185259512,4.489463054,4.457141795,4.812695462,4.826610444,4.926054775,4.758479322,4.525165058,4.191440132,3.768974595,3.613956986,3.562321232,3.681790403,3.456342889,3.211234729,3.024573401,2.56359446,2.447029771,2.29637295,2.245752281,2.184946439,2.138999634,2.173062297,2.236917518,2.296706387,2.245299173,2.184207703,2.131196356,2.139425291,2.259453119,2.418435181,2.36792473,2.287394211,2.185441954,2.065024666,1.948806997,1.859612024,1.810780168,1.771093843,1.782205381,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21021611,1.253622552,1.136974572,0.924390502,0.615582172,0.740185796,1.000532455,1.068489472,1.37383834,3.339181991,5.218311953,9.159105085,8.520097091,5.606582898,3.902446079,3.247604505,3.104604111,2.737697377,2.517582317,2.140412871,2.199119141,2.032071264,1.935046518,
Ghana,1.706659013,2.103004292,2.001003009,2.016348774,1.921988682,1.73260573,2.226613966,,2.655882353,2.501250625,2.118193891,1.701319472,1.429840142,1.364934323,1.581545064,1.714934696,1.566809684,1.253247335,0.851281807,0.646304302,0.773574779,0.741113532,0.541347121,0.341179539,0.593211882,1.000443087,0.900516844,0.892627346,0.437880518,0.430846522,0.276510427,0.368975045,0.37734722,0.42195164,0.426586696,0.466092658,0.393540835,0.405428573,0.471706006,0.471795171,0.627279006,0.373922952,0.368353827,0.428512777,0.389777264,0.367459297,0.371042977,0.509249882,0.39844462,0.455352364,0.380677684,0.592259763,0.804165256,0.533396427,0.678998541,0.526514224,0.382466724,0.401718843,0.413916817,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,0.902357646,0.793828345,0.639108638,,,,,,,,,2.38055426,1.694640615,1.340709363,1.356116905,,,1.172819262,1.254991803,1.595131143,1.534637514,3.100210546,3.324680244,2.441181415,2.22856441,,,,,,,,2.980528209,3.158334882,2.973182386,3.305083056,2.487014657,2.708320106,2.467401386,
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,1.092743109,0.578908745,0.490257621,0.338576188,0.310370827,0.367245635,0.463277798,0.519690011,0.481928244,0.431932626,0.42450719,0.357026297,0.390720316,0.410205891,0.333697716,0.478246244,0.42534675,0.569182611,1.777190928,0.787806809,,,1.227775507,1.154547193,1.752189366,1.531847693,,,1.073433667,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,0.008694578,0.013478315,0.015024038,0.010903144,0.024396442,0.058086957,,0.181085044,,,,,0.317965024,0.49556809,0.566593083,0.650521153,1.404761905,,2.628030362,1.626726771,1.558602899,1.575423111,,2.064836713,,,,1.66238647,2.017526129,1.595060468,2.475596794,2.076017639,2.038023257,1.637168369,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98642304,2.045616853,,,,,,,,,,,,1.501825824,1.482309067,2.474929604,,,,,0.775977689,,0.17916868,,,
Greece,4.85730296,4.24357,4.048429712,3.82448464,3.57356211,3.498464921,3.584687388,4.345707668,4.690180266,4.78878606,4.197302194,4.119199173,3.956525145,3.517709064,4.824468835,5.847321622,5.829227384,5.918535654,5.575444512,5.181248329,4.660805995,5.735701309,5.626593458,5.172476663,4.835444337,4.692566938,4.128015122,4.255520448,4.198232231,3.765869465,3.798260327,3.48486511,3.62980089,3.600124696,3.581972329,3.173190196,3.311913282,3.36586889,3.533868815,3.360469945,3.46535532,3.251412856,3.077374575,2.493894752,2.60567253,2.836596277,2.78341887,2.679305921,2.983052345,3.224841138,2.727009925,2.476949165,2.407691375,2.357681251,2.333584549,2.450942286,2.543063186,2.519121405,2.385281556,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,1.157922234,1.122221065,1.045307811,1.173007511,1.003834253,1.395590485,1.373454875,1.45714605,1.266687364,1.025999767,1.696428571,1.118500605,1.141987057,0.910753902,0.898307765,1.231486561,1.271390282,1.372137579,1.181121819,1.306678256,1.316851537,1.889449104,2.025718678,2.035934099,2.190849287,2.007370436,1.667497995,1.750710007,1.869076997,1.80285163,1.728011563,1.268437264,1.472620375,1.267060171,1.178534599,1.080427374,0.895717414,0.742817943,0.720839851,0.67560076,0.918401635,1.052062929,0.762245026,0.815655343,0.479416089,0.383913657,0.431829465,0.398456601,0.425421171,0.390659247,0.410755662,0.414299826,0.445274168,0.463793587,0.418365533,0.395900175,0.423139348,0.363192099,0.352941134,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,1.645962733,2.850574713,6.958105647,8.352601156,6.074582924,3.89084507,3.715012723,3.700265252,3.944896681,5.126556017,4.516348774,4.674705882,8.436863544,5.355855856,3.08608877,2.663766014,1.583736689,0.90582828,0.582892778,0.969692301,0.950952236,1.005936721,0.915520386,0.787830934,,,,1.765977248,2.017945623,2.293286681,2.199716827,2.809324834,2.243542318,1.314883633,1.434891751,1.587459707,1.533188256,1.375436888,1.258127723,1.176457464,1.176035623,1.276563434,1.458481351,1.505432012,1.679493495,1.693258646,
High income,6.844223953,6.696402395,6.765957945,6.362509875,5.850255823,5.515114358,5.961715749,6.445951145,6.303307852,5.826848965,5.164802384,4.626738511,4.366675866,3.957235649,3.957952873,3.85249541,3.653239401,3.767797872,3.587157771,3.605130047,3.671427475,3.96456029,4.559159794,4.312339689,4.291097806,4.348820452,3.963564016,3.823770551,3.566004935,3.482206202,3.382576818,3.078448829,2.976061082,2.816654384,2.610749623,2.38983883,2.327246465,2.3346511,2.295505022,2.211838265,2.212580144,2.238034769,2.349523164,2.432820406,2.448812174,2.470560331,2.447886302,2.42529038,2.52589903,2.777014182,2.738004727,2.648964828,2.58102246,2.471733313,2.390785207,2.387882286,2.306002578,2.279091444,2.276866381,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,1.168405365,1.075842697,0.988387097,0.931707317,1.280087527,1.229105211,1.181818182,1.137123746,1.085450346,1.068249258,1.369294606,1.470019342,1.83600713,1.683377309,1.598864711,1.903914591,1.758160237,1.904761905,2.269615587,2.239548023,2.221356196,2.145770527,2.307559842,2.274943126,2.440494125,2.582772359,2.77011947,2.950030102,2.853745541,2.670795433,2.201483609,1.544685546,,1.157829785,,,,,,,0.72992906,0.822610515,0.809187514,0.998264922,0.682692754,0.641478464,0.692430001,0.776007933,0.953978193,1.074910696,1.074457208,1.131309103,1.146018871,1.601318215,1.548644767,1.682138547,1.6802279,1.743808343,1.712589313,
Heavily indebted poor countries (HIPC),,,,,,,,,,1.563673521,1.658413506,1.644781831,1.649243264,1.471169512,1.461168309,1.548175356,1.714323108,1.604558681,1.49090922,1.722583589,2.167520114,2.746625752,2.693679843,2.826584439,3.01004855,2.850494763,3.074625106,2.773845139,2.96778287,3.073007552,3.187743011,2.646466996,2.199843105,2.386136099,1.955703493,1.601599784,1.549431821,1.562185187,2.213139882,2.468516511,2.130476968,1.995750153,1.889621598,1.665797398,1.939386542,1.717944307,1.791822858,2.001922226,2.026411596,2.052087899,1.423476618,1.349421485,1.231031901,1.297125416,1.338822338,1.475797431,1.538430468,1.670858093,1.268325467,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.607386443,10.72675715,11.14817729,9.31501043,8.292011147,8.942492529,6.600219472,4.42962971,3.030055777,2.702773773,2.730633337,2.046298882,1.760143749,1.762328437,1.68580508,1.628430615,1.839137952,1.800450469,1.696921271,1.773184426,1.689382831,1.645433566,1.571746905,1.52172955,1.36022209,1.425587349,1.465054179,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088607367,0.089119409,0.102173248,0.111550388,0.113783289,0.106326028,0.077784781,0.106210123,,,,,,,,,,,,,,,,,,0.000615198,0.000618763,0.000887538,0.000840816,0.00087532,0.000840337,
Hungary,,,,,,,,,,,4.030075188,3.741685144,3.273657289,3.006993007,3.20784139,3.335405013,3.006239365,2.95532646,3.239637923,3.239044409,3.34257975,3.333760739,3.243306994,3.335936628,3.147675013,4.972429138,3.22373255,3.155577299,3.596223271,2.786162062,2.563538027,2.161469799,2.179653172,1.90656829,1.824134384,1.324727483,1.25906104,1.476684403,1.272164175,1.4336126,1.513100227,1.57012709,1.593773802,1.642621594,1.472723819,1.412028787,1.22300996,1.270258106,1.182210687,1.13008316,1.0317691,1.045637337,1.034186922,0.946637052,0.863635252,0.920159795,1.022709866,1.050167624,1.08207729,
IBRD only,,2.101041037,2.484316617,2.744205416,2.619404607,2.883353139,2.705170554,2.767297921,2.815832923,2.882566042,3.078534349,3.183144186,2.996408355,2.776307934,3.242846864,3.78833386,3.957515418,3.865203719,3.615458053,3.00909947,2.737069827,3.027869689,3.100117035,3.175220278,2.962370938,3.006004393,3.090902297,3.15250692,,2.818854191,2.502805347,2.207583676,2.424969897,2.256615628,2.223845128,2.177879166,2.096988058,2.089935322,1.945986971,2.003190465,1.929457747,2.013836725,2.064125145,2.027677095,1.973009744,1.957751453,1.934793022,1.904344326,1.924907356,2.107255203,1.96244932,1.895658457,1.929376923,1.97766681,1.996538738,2.0111606,2.028769887,1.964169589,1.913333067,
IDA & IBRD total,,,2.50980033,2.665847905,2.578428533,2.905635794,2.703071368,2.896280626,2.969866861,3.081095897,3.189621529,3.240504983,3.112017188,2.845397164,3.231353396,3.85635158,3.991018245,3.898365826,3.657576804,3.109947507,2.883318337,3.106795689,3.178544094,3.277759358,3.110555212,3.103476668,3.162497545,3.163020735,3.034803893,2.857775677,2.568359414,2.300660745,2.472512632,2.31891547,2.259985224,2.202928459,2.120526189,2.107369081,1.983505759,2.043020013,1.953016826,2.025623429,2.076661544,2.028709242,1.978096217,1.950010251,1.92206899,1.896946159,1.912234385,2.086042313,1.937363829,1.876206357,1.908162324,1.949395965,1.965372438,1.983893018,2.003577806,1.949552777,1.897582273,
IDA total,,,,,,,,,,,3.874552555,3.640010277,3.933608537,3.331342592,3.15116425,4.256905437,4.209042571,4.122225525,3.942625232,3.799831283,3.946804124,3.504876174,3.593755443,3.915934026,4.08216496,3.737350488,3.665996236,3.23730385,3.229505461,3.247611793,3.222996968,3.265948125,3.06644991,3.181565918,2.820581482,2.59904987,2.47690249,2.3765664,2.593490202,2.61935757,2.278031637,2.195079173,2.246171241,2.042032675,2.045065928,1.844872741,1.750315145,1.788836297,1.725618408,1.767179504,1.522532536,1.539371544,1.564793237,1.516979073,1.506918324,1.607692609,1.647117769,1.736287367,1.670206065,
IDA blend,2.39234567,2.39503196,2.281793195,2.111953845,2.334644216,3.23619021,3.504606805,4.839954851,5.8072595,6.595387066,4.972802396,4.803944935,5.020657289,4.684937158,4.205677994,6.262209653,5.185790911,5.387281472,5.124232559,4.608400768,3.861638522,3.210610585,3.093436902,3.309246839,3.112387221,2.977255675,3.187101049,3.160122573,3.31361282,3.302610707,3.141901995,3.265027337,3.284582815,3.682145898,3.14397668,2.943990748,2.886691567,2.684349269,2.719092198,2.586890526,2.174745928,2.082377531,2.218892904,1.949384025,1.877789635,1.666857414,1.518377792,1.472086229,1.460827718,1.472247676,1.434203163,1.442414118,1.448811274,1.398375767,1.363266678,1.471838229,1.670752259,1.782026006,1.944083081,
Indonesia,,,,,,,,,,,,,,,2.705920807,3.492189045,3.421867625,3.206089202,3.163193529,3.020258919,2.917217691,2.884622001,2.90192827,2.39812942,2.285420259,2.170599354,2.009765396,1.72218767,1.530841059,1.389136341,1.41049292,1.324064184,1.356876007,1.223557809,1.266155617,1.226309861,1.264392528,1.497741738,1.019116844,0.810812654,0.684483764,0.572792653,0.700120209,0.909285037,0.945714622,0.750789394,0.716424794,0.774787453,0.63348078,0.612411259,0.617587092,0.653776703,0.711549473,0.918769839,0.777855178,0.886971133,0.790694801,0.804336713,0.716442833,
IDA only,,,,,,,,,,,,,,2.325008767,2.275109279,2.707878955,3.20411841,2.925751142,2.879309402,3.023371457,4.055285295,4.146960986,4.657949728,4.881986585,5.295956163,4.627812109,4.122892061,3.310617956,3.15185611,3.192579521,3.294629173,3.266760584,2.862889556,2.823886237,2.520398892,2.240350397,2.081368116,2.088973219,2.482514632,2.650633435,2.369385578,2.303877524,2.273807438,2.126478595,2.198379205,2.021070476,2.022534401,2.15398106,2.029738243,2.07126345,1.63317543,1.661537854,1.700809325,1.652216968,1.673596563,1.747430777,1.625329628,1.697735848,1.411673735,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2.004012346,2.074359721,2.745400433,4.025306026,3.81923698,3.871414914,3.572370646,3.223923721,3.245568585,3.140814558,3.18518304,3.652453524,3.717947461,3.158643767,3.202826324,3.534598781,3.477883143,3.162771937,3.126331702,3.261328658,3.13378133,3.186248122,3.345117666,3.32306866,3.416875594,3.569030278,4.106468681,4.231317527,3.728671783,3.534179728,3.14621461,2.909974328,2.704839706,2.823542246,2.664673727,2.578483572,2.472768225,2.647732426,2.727311417,2.957195647,2.948929906,2.924435546,2.82686683,2.677776932,2.828752248,2.754907666,2.52680863,2.342633883,2.550194847,2.89349597,2.707464042,2.651496681,2.537346604,2.472726714,2.496769881,2.40512747,2.506470751,2.509624558,2.419034342,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1.330386743,1.320142085,1.290219976,1.242817134,1.303207865,1.326908055,1.234360458,1.187126848,1.132851299,1.099280371,1.158609296,1.243945132,1.328811011,1.312694901,1.406932356,1.625958967,1.615162499,1.52517744,1.483083547,1.582200567,1.665267012,1.580606618,1.591236948,1.492631233,1.412439425,1.416044204,1.423205265,1.282300247,1.199434153,1.105476119,1.203503284,1.253935313,1.20411855,1.139225149,1.108732591,1.014359388,0.989927159,0.924066127,0.823869516,0.750676499,0.695697742,0.703517156,0.63401372,0.587540936,0.568322292,0.540993179,0.512936298,0.508412566,0.575494191,0.599116232,0.573630559,0.546569535,0.514164819,0.500549108,0.460334316,0.342520357,0.331469027,0.310631929,0.330585082,
"Iran, Islamic Rep.",2.294908833,2.346642182,2.307410877,2.590356964,2.881826748,3.249524904,3.818995368,4.457991761,5.176363591,5.969054196,5.856903291,3.047012478,2.275370278,1.864705419,8.750350248,12.06919291,11.24797233,10.18983015,11.11320509,5.797247028,5.343150185,8.190380823,7.906890638,7.09708065,6.354853844,6.51241844,6.079335975,5.889107789,6.269777621,4.557980493,2.942650125,2.169707967,1.789305444,1.700361202,2.073010005,2.154165885,2.244864511,2.498874725,2.629079248,2.404551738,2.295042222,2.418179297,2.174576366,2.405040265,2.834557805,3.036654498,3.3151938,2.749298689,2.7752572,3.154311696,2.906912607,2.381634543,2.75703583,2.244534791,2.281078729,2.760311749,2.972793279,3.105184169,2.667512061,
Iraq,7.050631859,6.851398869,6.910816619,8.250884643,7.956513894,8.873266564,8.520558376,8.427062374,9.220854004,11.38008475,11.16822612,10.51611103,10.64109237,12.25836203,12.49481942,11.67462212,11.16310017,9.812813426,8.117759415,6.148767876,5.511524667,10.82953444,,,,,,,,,,,,,,,,,,,,,,,1.675589368,2.242598561,1.897570825,2.239924275,2.367760753,2.899117588,2.70935228,2.30344022,1.899568366,3.315830961,2.950613991,5.346600575,3.482177444,3.838661285,2.726527808,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
